@relation test

@attribute RAIN numeric
@attribute T.MAX numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute WIND numeric

@data
-0.442946,-1.018431,-0.89045,-0.930299,7.08
-0.442946,-1.340773,-1.687222,-1.650639,3.58
-0.467758,-1.340773,-0.913215,-0.173018,3.37
-0.418133,-0.803536,-1.368513,0.454972,10.88
-0.219633,-0.588641,-0.207503,0.233328,11.96
-0.269258,-0.953963,-0.412388,-0.246899,12.71
-0.418133,-0.63162,-0.958745,-0.727126,7
-0.318883,-1.104389,-0.617272,0.32568,2.13
-0.467758,-0.502683,-0.184739,-0.209958,4.63
-0.467758,-0.610131,0.13397,0.418031,2.29
-0.467758,-1.147368,-0.457917,-0.690185,3.79
-0.368508,-1.362263,-0.776626,-0.431601,12.12
-0.467758,-1.254815,-0.89045,-0.819477,12.04
-0.467758,-1.706095,-1.801046,-1.890753,7.83
-0.467758,-1.254815,-1.801046,-1.613699,9.83
0.450305,-1.792053,-1.436808,-1.207353,9.33
-0.467758,-1.319284,-1.755517,-1.539818,3.83
0.772868,-0.201831,-1.459573,-1.70605,12.54
-0.467758,0.077533,-0.412388,0.233328,9.17
-0.467758,-1.06141,-0.776626,-1.059591,9.13
-0.467758,-1.770563,-0.640037,-1.151942,11.46
-0.070758,-1.577158,-0.776626,-0.154547,12.79
-0.467758,-1.577158,-0.776626,-0.062196,11.38
-0.368508,-1.4912,-0.93598,-1.059591,5.25
-0.467758,-1.039921,-0.776626,-0.32078,4.04
-0.39332,-0.932473,-1.960401,-2.093926,7.38
0.20218,-0.287789,-1.004275,0.233328,14.04
-0.39332,-0.266299,-0.207503,0.491912,18.96
0.698431,-0.395236,-0.321328,0.048626,15.75
-0.467758,-0.868005,-0.548977,-0.32078,11.29
-0.045945,-0.481194,-0.571742,-0.690185,8.12
-0.467758,-0.502683,-0.776626,-0.801007,4.92
-0.467758,-0.373746,-1.596162,-1.244293,4.38
-0.467758,-0.287789,-0.662801,-0.967239,6.71
-0.467758,-0.825026,-0.435152,0.233328,13.7
-0.467758,-1.362263,-0.093679,0.32568,15
-0.467758,-0.975452,-0.207503,0.251799,4.83
-0.467758,-0.502683,-0.207503,0.418031,2.88
-0.467758,-1.254815,-1.004275,-0.764066,2.42
-0.467758,-1.039921,-0.093679,0.436501,4.33
-0.467758,-0.524173,-1.254689,-0.948769,2.33
-0.467758,-0.438215,-1.277454,-1.059591,2.21
-0.467758,0.18498,-0.548977,-0.597834,6.25
-0.070758,-0.502683,-0.161974,-0.043726,8.38
-0.467758,-0.309278,0.270559,0.528853,9.17
-0.467758,-0.008425,-1.322984,0.000603,5.29
-0.467758,0.442854,0.04291,-0.136077,4.75
-0.467758,0.013064,-0.139209,-0.597834,4.25
-0.467758,-0.373746,-0.526212,-0.893358,6.87
-0.467758,-0.029915,-0.184739,-0.450072,5.17
-0.467758,0.099022,-0.503447,-0.874888,5.09
-0.467758,-0.180341,-0.230268,-0.690185,3.92
2.509745,0.034554,-0.89045,-0.837947,3.37
2.137557,-0.524173,0.156735,-0.099137,8.63
-0.467758,-0.287789,0.22503,-0.099137,11.92
-0.467758,-1.147368,-0.002619,0.085566,8
-0.467758,-0.717578,-0.548977,-0.782537,6.75
-0.467758,0.142001,-1.527868,-1.70605,1.83
-0.467758,0.335407,-1.140864,-1.392056,2.96
-0.467758,-0.524173,-0.640037,-0.837947,2.75
-0.467758,-0.115873,-1.368513,-1.613699,2.25
-0.467758,-0.610131,-1.322984,-1.613699,2.96
-0.467758,-0.610131,-0.093679,-0.006785,1.33
-0.467758,-0.373746,-1.118099,-1.521348,3.29
-0.467758,0.034554,-1.322984,-1.613699,2.21
-0.467758,0.099022,-0.662801,-1.059591,3.33
-0.467758,-0.072894,-0.89045,-1.244293,3.29
-0.467758,-0.395236,-0.913215,-1.244293,4.79
-0.467758,-0.674599,-0.093679,-0.32078,7.62
-0.418133,-0.868005,-0.275798,-0.967239,9.5
-0.39332,-0.717578,-0.298563,-0.616304,11.75
-0.467758,-0.63162,-0.298563,-0.136077,4.33
5.164686,-0.373746,-1.482338,-2.130867,7.41
-0.269258,-0.588641,-0.321328,-0.043726,13.7
-0.244445,-0.588641,-0.685566,-0.874888,8.71
1.293931,-0.352257,-0.116444,0.048626,14.54
-0.467758,-0.889494,0.22503,-0.523953,12.92
-0.467758,-0.416725,0.13397,-0.136077,10.29
-0.467758,-0.287789,-0.844921,-1.336645,5.91
-0.368508,-0.008425,-1.186394,-1.650639,6.58
0.251805,-0.180341,0.361619,-0.043726,13
2.956371,-0.65311,0.111205,-1.02265,18.58
-0.145195,-0.416725,0.13397,-0.967239,13.54
-0.219633,0.163491,-0.548977,-0.505483,5.58
1.045806,-0.24481,0.589268,0.510382,17.5
-0.29407,0.356896,0.703093,0.658145,12.92
-0.467758,0.700728,-0.344093,-0.542423,9.13
-0.467758,0.872644,0.839682,0.787437,10.79
0.078118,-0.072894,1.044566,0.953669,7.54
3.080434,0.077533,0.407149,0.251799,8.92
0.499931,0.356896,0.930742,1.064491,2.67
-0.467758,0.958602,-0.230268,-0.35772,5.91
-0.442946,1.109028,1.112861,0.99061,9.96
-0.219633,1.001581,0.862447,0.805907,8.58
0.599181,0.313917,0.475444,0.491912,14.62
-0.467758,0.20647,0.498209,0.584264,14.92
-0.467758,0.270938,0.589268,0.528853,11.38
-0.467758,0.378386,0.543738,0.510382,1.58
-0.467758,0.270938,0.247795,-0.136077,2.37
-0.467758,0.700728,0.725858,0.898258,6.17
-0.442946,0.485833,0.748622,0.787437,12.58
-0.467758,0.163491,-0.594507,-0.837947,6.46
-0.070758,0.142001,-0.184739,-0.727126,6.71
-0.467758,0.786686,0.816917,0.787437,6.04
-0.467758,1.04456,1.38604,1.71095,9.33
-0.467758,0.700728,1.090096,0.972139,12.04
-0.467758,0.399875,-0.002619,-0.117607,9.21
0.127743,0.163491,0.703093,0.787437,5.63
0.549556,0.485833,0.680328,0.695085,11.75
-0.145195,0.034554,-0.093679,-0.043726,17.5
-0.442946,0.356896,-0.093679,-0.099137,10.21
1.194681,0.270938,0.247795,0.048626,7.21
1.318744,-0.180341,0.247795,0.048626,10.34
-0.467758,0.464344,-0.321328,-0.413131,11.38
-0.467758,1.689244,0.475444,0.34415,14.12
-0.467758,0.851154,1.590924,1.249193,3.42
-0.467758,1.087539,0.452679,-0.136077,5.33
-0.467758,1.237965,0.1795,-0.413131,4.25
-0.467758,1.173497,0.612033,0.602734,3.29
1.145056,0.829665,0.634798,0.418031,2.37
-0.170008,0.571791,1.363275,1.304604,6.17
-0.39332,0.356896,0.748622,1.286134,7.46
-0.418133,1.001581,1.272215,1.341545,5.75
-0.467758,1.302434,1.34051,1.00908,7.38
-0.467758,2.119034,0.999036,0.695085,6.08
-0.467758,0.894133,1.272215,1.064491,11.54
-0.467758,0.851154,1.317745,1.082961,8.5
-0.467758,0.915623,1.431569,1.138372,6.87
-0.467758,0.550302,1.112861,0.713555,8.42
-0.467758,0.335407,1.272215,0.824377,11.38
-0.467758,0.335407,1.112861,1.138372,10.29
-0.467758,0.485833,0.953507,0.787437,4.17
-0.244445,0.743707,0.498209,0.270269,3.17
0.326243,1.302434,0.498209,0.159447,5.25
0.00368,1.194986,0.976271,0.861318,12.96
1.839807,0.077533,0.475444,0.159447,7.58
1.641307,0.894133,0.1795,0.196388,11.12
2.06312,0.786686,1.181156,1.138372,8.21
-0.442946,1.02307,1.545394,1.341545,12.42
-0.467758,1.130518,0.475444,0.399561,7.41
-0.467758,1.581797,1.841338,1.489307,7
-0.39332,1.581797,2.000692,1.618599,7.96
1.269119,1.45286,1.226685,0.972139,10.41
-0.39332,1.710734,1.568159,1.378485,11.54
-0.19482,1.366902,0.907977,0.639674,10.67
-0.070758,1.259455,0.862447,0.565793,8.5
2.782683,0.700728,0.816917,0.565793,5.91
1.591682,0.61477,0.475444,0.32568,7.62
0.574368,1.323923,1.272215,1.119902,12.5
-0.467758,0.679238,1.408805,1.156842,11.17
-0.418133,1.066049,0.589268,0.381091,7.12
-0.467758,1.431371,0.498209,0.140977,7.5
-0.467758,1.560308,1.613689,1.249193,13.17
-0.467758,1.753713,1.841338,1.563188,11.71
-0.467758,1.904139,1.272215,0.916728,16.29
-0.269258,1.345413,1.955162,1.618599,17.29
-0.467758,0.915623,0.816917,0.233328,10.08
-0.467758,1.066049,1.272215,0.602734,8.58
-0.219633,1.02307,0.384384,-0.154547,7.87
-0.442946,0.958602,1.135626,0.621204,6.79
-0.418133,1.152007,1.704748,1.526248,10.63
-0.467758,1.173497,0.862447,1.544718,11.29
1.76537,1.323923,1.38604,1.064491,8.5
3.353371,1.775202,1.24945,1.249193,6
1.641307,0.722217,1.613689,1.526248,3.13
-0.467758,1.001581,0.703093,0.418031,5.96
-0.467758,0.958602,0.612033,-0.043726,6.83
-0.467758,1.001581,1.272215,0.418031,2.5
-0.467758,1.066049,0.475444,-0.136077,3.79
-0.070758,1.753713,0.293324,-0.228428,4.17
-0.145195,1.323923,1.841338,1.360015,5.29
-0.045945,1.47435,1.841338,1.249193,7.12
-0.418133,1.130518,1.568159,1.360015,5.71
0.425493,0.700728,1.158391,0.861318,7.62
-0.318883,1.237965,1.021801,0.658145,11.38
0.20218,1.04456,0.566503,0.140977,7
-0.467758,1.216476,1.454334,1.119902,10.63
-0.418133,0.894133,0.816917,0.787437,4.79
-0.418133,1.646265,1.044566,0.159447,10.25
-0.467758,1.88265,1.727513,1.230723,14.25
-0.19482,1.302434,1.681983,1.249193,10.96
-0.170008,1.109028,0.703093,0.140977,5.88
-0.467758,0.894133,0.703093,0.418031,5.46
-0.467758,1.001581,-0.093679,-0.523953,4.54
-0.467758,1.517329,1.29498,0.713555,8.87
-0.467758,1.259455,1.932397,1.526248,7.83
-0.170008,0.980091,1.727513,1.507777,4.92
-0.368508,1.947118,1.909632,0.916728,9.59
0.053305,1.560308,1.317745,1.526248,10.04
-0.070758,1.259455,1.727513,1.544718,10.54
1.76537,0.485833,0.589268,-0.246899,6.67
-0.368508,0.894133,0.020146,-0.431601,8.5
-0.120383,0.786686,1.158391,0.658145,7.71
-0.467758,0.894133,1.272215,1.249193,7.46
-0.467758,0.657749,1.477099,0.602734,7.46
0.847306,0.18498,1.38604,0.972139,3.33
1.715744,0.485833,1.181156,0.750496,4.42
7.224126,0.120512,0.270559,-0.690185,12.92
-0.418133,0.915623,0.816917,0.602734,10.54
0.053305,0.528812,1.112861,0.824377,12.79
0.152555,0.485833,0.816917,0.307209,8.04
1.368369,0.743707,0.634798,0.196388,8.29
0.599181,0.227959,1.090096,0.953669,16.21
-0.170008,0.786686,0.839682,0.418031,10.88
-0.29407,1.001581,0.794152,0.233328,6.92
-0.269258,1.001581,1.044566,0.307209,8
8.464752,0.442854,1.317745,0.695085,9.13
-0.09557,0.571791,1.477099,1.193783,9.42
-0.39332,0.937112,1.750278,1.489307,10.37
0.723243,0.356896,0.475444,-0.394661,5.46
-0.442946,0.743707,1.044566,1.156842,2.79
-0.219633,0.937112,1.044566,-0.136077,6.13
-0.467758,0.421365,1.181156,0.676615,7.67
-0.467758,0.507323,-0.503447,-1.521348,4.58
-0.467758,0.657749,0.22503,-0.043726,9.5
-0.368508,0.399875,0.452679,-0.32078,9.67
-0.09557,0.18498,0.361619,-0.505483,13.37
0.251805,0.700728,0.247795,-0.209958,12.21
2.038307,0.20647,0.589268,0.418031,11.17
0.078118,-0.180341,-0.093679,0.048626,10.25
-0.418133,-0.115873,-0.093679,-0.117607,13
-0.467758,-0.524173,-0.435152,-0.616304,8.04
-0.442946,-0.567152,-0.207503,-0.246899,6.46
-0.39332,-0.502683,-0.867686,-1.188883,8.38
-0.467758,-0.395236,-0.503447,-0.819477,7.83
-0.368508,0.034554,-0.98151,-1.521348,7.46
0.351055,-0.438215,-0.98151,-1.521348,6.79
-0.070758,-0.459704,-0.093679,0.048626,13.92
-0.418133,-0.201831,-0.275798,-0.597834,9.92
-0.467758,-0.287789,-0.275798,-0.597834,10.17
0.524743,-0.24481,-0.025384,-0.209958,9.62
-0.219633,-0.588641,-0.116444,-1.059591,13.29
-0.269258,-0.287789,-0.435152,-0.690185,12.67
-0.467758,0.056043,0.065675,-0.283839,9.33
-0.442946,-0.201831,-0.457917,-1.151942,8.38
-0.467758,-0.180341,-0.548977,-1.02265,10
-0.368508,-0.502683,-0.412388,-0.967239,9.75
-0.39332,-0.459704,-0.594507,-1.00418,8.33
0.00368,-0.416725,0.475444,0.32568,8.17
-0.418133,-0.24481,0.475444,0.399561,4
-0.467758,-0.158852,0.589268,0.787437,3.37
-0.467758,-0.545662,0.293324,-0.246899,5.41
0.549556,0.099022,0.22503,-0.283839,7.87
0.053305,-0.158852,0.247795,-0.117607,14.37
0.375868,-0.996942,-0.457917,-0.874888,11.71
-0.368508,-0.868005,-0.526212,-0.893358,15.59
-0.467758,-0.760557,-0.685566,-1.207353,11.87
-0.467758,-0.588641,-0.89045,-1.336645,10.96
-0.467758,-0.502683,-0.548977,-1.059591,8.87
-0.442946,-0.545662,-0.480682,-1.521348,10.79
-0.368508,-0.416725,0.247795,0.048626,13.67
-0.418133,-0.051404,0.361619,0.307209,15.59
-0.467758,-0.717578,0.475444,0.104036,22.29
-0.467758,-1.190347,-0.480682,-1.04112,15.92
-0.467758,-1.147368,-0.571742,-1.059591,13.13
-0.418133,-0.502683,-1.049805,-1.521348,11.42
-0.318883,-0.201831,-0.207503,0.233328,8.54
-0.318883,-0.201831,0.1795,-0.283839,6.92
-0.318883,-0.22332,0.794152,-0.099137,9.21
0.524743,-1.297794,-0.548977,0.000603,12.71
-0.467758,-0.674599,-1.095335,-1.521348,5.96
0.723243,-0.696089,-1.436808,-1.890753,6.79
-0.368508,-0.567152,-0.480682,-0.173018,5.41
-0.29407,-0.158852,0.361619,-0.043726,5.33
-0.120383,0.034554,0.361619,0.418031,11.21
-0.467758,-0.158852,0.498209,0.233328,20.04
0.797681,-0.459704,-0.435152,-0.782537,19.25
-0.29407,-1.018431,-0.435152,-0.690185,20.21
-0.269258,-0.65311,-1.049805,-1.244293,11.75
0.00368,-0.330767,-0.617272,-1.151942,12.79
-0.442946,-0.674599,0.361619,-0.154547,19.08
-0.467758,-0.782047,-0.070914,-0.505483,10.63
-0.467758,-1.018431,-2.119755,-2.611094,9.62
-0.467758,-0.868005,-1.914871,-2.537213,5.88
-0.467758,-1.985458,-1.801046,-2.444861,8.25
-0.467758,-1.405242,-1.664457,-2.260159,4.71
-0.467758,-1.254815,-1.687222,-0.874888,14.29
-0.418133,-1.104389,-0.457917,-0.874888,9.25
1.467619,-1.147368,-0.913215,-1.798402,4.83
2.807496,-0.825026,-0.958745,-1.336645,9.71
-0.442946,-0.803536,-0.89045,-1.613699,18
-0.467758,-1.211837,-0.731096,-1.170412,17.79
-0.467758,-0.932473,-0.571742,-1.02265,6.96
0.226993,-0.868005,-0.617272,-0.376191,22.5
-0.467758,-1.104389,-0.685566,-0.874888,20.67
0.251805,-0.63162,-1.02704,-1.428996,9.96
-0.442946,-0.137362,-0.548977,-0.671715,13.29
-0.418133,0.056043,0.13397,0.196388,14.62
-0.467758,-0.22332,1.158391,0.695085,9.87
-0.467758,0.099022,0.22503,-0.246899,12.04
-0.39332,-1.039921,-0.070914,-0.597834,17.41
-0.467758,-0.825026,-0.253033,-0.801007,15.75
-0.467758,-0.287789,-0.093679,-0.32078,17.04
-0.418133,-0.287789,0.065675,0.418031,21.67
-0.467758,-0.287789,1.044566,0.787437,14.92
0.822493,-1.426731,-0.662801,-1.059591,17.46
0.078118,-1.362263,-1.07257,-1.521348,20.21
0.20218,-0.717578,-0.958745,-0.98571,13.75
-0.19482,-0.567152,-1.049805,-0.653245,17.58
-0.219633,-0.696089,0.407149,0.067096,13.13
-0.467758,-1.039921,-0.025384,-0.579364,14.88
-0.120383,-0.674599,-0.571742,-1.244293,10.58
-0.09557,-1.06141,-0.412388,-0.782537,20.79
-0.418133,-1.555668,-0.776626,-1.059591,25.46
-0.368508,-0.674599,-0.89045,-1.151942,16.66
-0.442946,-0.287789,-1.004275,-0.173018,18.63
-0.467758,0.077533,0.475444,0.510382,17.46
-0.368508,-0.072894,1.272215,0.418031,16.25
-0.467758,0.120512,0.657563,-0.136077,15.21
-0.29407,-0.266299,0.816917,-0.209958,17.75
-0.442946,0.056043,-0.503447,-1.244293,11.12
0.351055,0.099022,-0.548977,-1.059591,17.83
0.549556,-0.330767,0.703093,0.270269,19.5
0.053305,0.163491,0.247795,-0.30231,20.5
0.673618,0.077533,0.452679,0.602734,25.33
-0.442946,-1.06141,0.22503,-0.283839,14.96
-0.418133,-0.072894,-1.482338,-2.167807,11.08
-0.467758,-0.072894,-0.435152,0.159447,15.25
-0.442946,-0.696089,0.247795,-0.136077,8.12
-0.442946,-0.717578,0.13397,-0.505483,8.58
-0.467758,-1.147368,-0.093679,0.000603,9.96
-0.467758,-0.352257,-0.321328,-0.967239,16.38
-0.418133,-0.459704,0.13397,0.565793,21.59
1.343557,-0.567152,0.589268,0.251799,19.12
0.673618,-0.803536,-0.207503,-0.597834,10.88
-0.467758,-0.717578,-0.025384,0.140977,10.63
-0.467758,-0.567152,0.589268,-0.062196,14.25
-0.368508,-0.438215,0.247795,-0.043726,11.83
-0.29407,-0.180341,0.589268,-0.099137,17.41
-0.39332,-1.039921,0.1795,-0.080666,15.79
1.194681,-0.072894,-0.412388,-0.874888,19.62
0.723243,-0.545662,-0.503447,-0.394661,13.96
0.772868,-0.459704,-0.503447,-0.967239,10.83
-0.442946,-1.362263,-1.095335,-1.983104,5.88
-0.467758,-1.4912,-0.98151,-1.428996,9.62
-0.418133,-1.684605,-1.801046,-2.537213,7.25
0.574368,-0.502683,-2.028696,-2.777326,12.12
-0.219633,-1.555668,-0.753861,-1.225823,16.79
0.599181,-0.545662,-0.776626,-1.299704,14.42
1.145056,-0.545662,-0.731096,-1.151942,20.91
-0.343695,-1.534179,-1.004275,-1.410526,19.5
3.527059,-0.889494,-0.662801,-1.225823,10.92
-0.418133,-0.975452,-0.548977,-0.542423,13.17
0.822493,-0.674599,-1.231924,-2.001575,10.25
1.293931,-0.846515,-0.275798,-0.542423,6.67
-0.467758,-0.846515,-1.459573,-1.521348,14.75
0.40068,-0.180341,-0.89045,-1.465937,7.87
-0.19482,-0.330767,-0.321328,0.048626,14.92
-0.467758,-0.395236,-0.093679,-0.560893,14.58
-0.467758,-0.180341,-0.093679,-0.173018,9.62
-0.467758,-0.459704,-1.231924,-1.872283,4.42
-0.467758,-0.953963,-0.867686,-1.336645,6.08
-0.467758,-1.448221,-1.573397,-1.835342,4.12
-0.467758,-1.641626,-1.345748,-1.779931,8.12
-0.467758,-1.383752,-0.640037,0.000603,8.46
1.343557,-1.168858,-1.345748,-2.020045,8.58
-0.467758,-1.147368,-0.275798,-0.450072,7.54
-0.467758,-1.0829,-0.298563,-0.708656,5.21
-0.467758,-0.932473,-1.118099,-1.539818,7
-0.467758,-1.254815,-0.435152,-1.465937,5.66
-0.021133,-1.362263,-0.093679,-0.228428,4.67
-0.19482,-1.362263,-0.640037,-1.244293,9.79
-0.467758,-1.362263,-0.89045,-1.428996,4.21
-0.219633,-0.717578,-1.687222,-1.927694,6.96
-0.318883,-0.24481,-1.004275,0.011685,12.38
-0.467758,-0.717578,0.589268,0.000603,14
-0.467758,-0.868005,-0.753861,-1.244293,4
-0.120383,-0.910984,-2.028696,-2.629564,10.63
0.847306,-0.910984,-0.321328,-0.967239,6
-0.467758,-0.588641,-0.002619,-0.413131,5.21
-0.418133,-0.588641,-1.07257,-0.690185,7.92
-0.39332,-0.438215,0.270559,0.140977,6.96
-0.467758,-0.072894,0.361619,-0.505483,6.34
-0.467758,-0.846515,-0.025384,-0.874888,9.21
-0.467758,-1.147368,-0.275798,-1.336645,9.25
-0.467758,-1.039921,-0.662801,0.000603,7.87
-0.09557,-0.846515,-1.550633,-2.278629,7.92
-0.120383,-0.717578,-0.321328,-0.136077,10.13
1.194681,-0.330767,-0.321328,-0.33925,10
-0.244445,-0.072894,0.020146,-1.428996,7.38
-0.467758,-0.63162,-0.958745,-1.595229,1.63
-0.467758,-0.352257,-1.186394,-1.410526,4.88
0.152555,0.099022,-0.662801,0.000603,14.46
-0.269258,-0.63162,-0.207503,-0.837947,14
-0.467758,-0.610131,-0.640037,-1.281234,5.33
-0.120383,-1.039921,-1.550633,-2.35251,10.08
0.326243,-0.932473,-1.368513,-2.130867,12.96
0.251805,-1.362263,-0.617272,-0.690185,19.29
-0.021133,-1.46971,-0.207503,-0.616304,10.75
-0.467758,-1.362263,-0.366858,-0.874888,7.62
-0.269258,-1.577158,-1.209159,-1.70605,6.46
0.226993,-1.039921,-1.004275,-1.336645,7.83
0.177368,-1.770563,-0.844921,-1.484407,5.58
-0.467758,-1.362263,-1.07257,-1.428996,7.79
-0.467758,-1.512689,-0.503447,-0.967239,10.5
-0.467758,-1.46971,-0.93598,0.000603,9.62
-0.467758,-0.953963,-0.98151,-2.075456,8.71
0.10293,-1.0829,-1.004275,-1.798402,11.12
-0.467758,-0.674599,-0.89045,-1.410526,10.92
-0.418133,-0.674599,-0.776626,-1.465937,10.63
-0.467758,-0.696089,-0.275798,-0.782537,11.67
0.053305,-0.287789,-0.184739,-0.394661,10.88
-0.145195,-1.835032,-0.753861,-0.523953,7.33
0.00368,-1.792053,-1.596162,-1.742991,10.17
-0.170008,-1.512689,-1.937636,-2.149337,9.42
-0.343695,-1.340773,-1.231924,-1.521348,9.62
-0.467758,-1.211837,-0.799391,-0.764066,8.58
-0.467758,-0.416725,-0.799391,-0.616304,9.46
0.946556,-0.545662,-0.708331,-1.392056,11.71
-0.09557,-0.760557,-0.116444,-0.117607,10.75
0.028493,-0.996942,-1.231924,-1.428996,11.79
-0.29407,-1.233326,-1.140864,-1.336645,9.79
-0.467758,-1.555668,-0.98151,-1.428996,7
-0.343695,-0.953963,-0.89045,-1.410526,8.33
-0.467758,-0.717578,-0.344093,-0.505483,17.71
-0.467758,-1.534179,-1.436808,-1.521348,15.92
-0.170008,-1.233326,-1.732752,-1.964634,10.54
-0.467758,-0.502683,-1.163629,-1.428996,11.79
-0.269258,-0.352257,-0.298563,-0.413131,12.83
-0.442946,0.077533,0.407149,0.32568,10.29
-0.045945,0.442854,0.907977,0.233328,9.08
0.475118,-0.029915,0.475444,0.177918,10
-0.467758,0.227959,0.1795,-0.597834,4.46
0.028493,0.249449,-0.116444,-1.096531,5.54
-0.467758,0.61477,0.725858,0.085566,8.38
-0.467758,0.120512,-0.753861,0.000603,6.79
-0.39332,-0.137362,-0.503447,-1.428996,9.79
0.872118,0.142001,-0.048149,-0.32078,11.38
0.028493,0.442854,0.816917,-0.209958,4.67
-0.467758,0.356896,0.953507,0.270269,4.04
-0.467758,0.378386,0.361619,0.000603,2.54
-0.467758,0.765196,-0.048149,-1.04112,1.21
-0.467758,1.066049,0.156735,-0.690185,1.87
1.96387,0.808175,0.703093,-0.246899,3.08
-0.467758,-0.309278,-0.048149,-0.35772,4.83
0.673618,-0.438215,-0.685566,-1.02265,7.21
-0.219633,-0.717578,-0.344093,-0.764066,12.96
1.914245,-0.24481,-0.799391,-1.059591,10.41
0.276618,-0.201831,0.1795,0.067096,13.88
1.492432,-0.803536,0.111205,0.030155,4.38
-0.467758,0.077533,-0.867686,-1.244293,2.54
-0.467758,0.18498,-0.640037,-1.059591,0.92
-0.467758,-0.24481,-0.002619,-0.690185,5.63
-0.467758,0.034554,0.1795,-1.078061,6.96
-0.467758,0.550302,0.04291,-1.02265,12.04
0.574368,-0.524173,0.816917,-0.191488,11.08
3.700747,-0.545662,0.156735,0.399561,7.41
-0.467758,-0.524173,0.1795,0.085566,9.54
0.226993,-0.072894,-0.708331,-0.874888,5.33
-0.343695,0.056043,0.407149,0.000603,7.33
0.028493,0.507323,0.520973,0.251799,2.13
-0.29407,-0.567152,0.384384,-0.099137,6.21
-0.467758,-0.201831,0.04291,-0.265369,7.87
-0.467758,-0.008425,-0.98151,-1.428996,3.13
-0.467758,0.335407,-0.822156,-1.428996,2.21
-0.467758,0.722217,-1.140864,-1.151942,3.92
-0.467758,0.829665,-0.093679,-0.782537,4.04
-0.467758,1.345413,0.08844,-0.542423,2.54
-0.467758,0.700728,-0.070914,-0.690185,3.71
-0.467758,-0.094383,-0.640037,-1.225823,6.21
-0.467758,0.227959,-0.844921,-1.244293,5.88
-0.467758,-0.24481,-0.662801,-1.207353,5.71
-0.467758,-0.094383,-0.867686,-0.413131,7.96
-0.467758,0.378386,0.634798,0.085566,9.62
-0.467758,0.399875,0.1795,-0.690185,9.92
-0.467758,0.485833,0.338854,-0.616304,6.87
-0.467758,0.335407,-0.640037,-0.597834,3.92
-0.467758,-0.24481,0.657563,-1.133472,5.33
-0.467758,0.013064,-1.095335,-1.798402,3
0.053305,-0.072894,-0.822156,-1.392056,8.38
-0.368508,-0.287789,-0.526212,-1.244293,17.21
0.078118,0.270938,-0.731096,-1.244293,5.91
-0.219633,1.066049,-0.457917,-1.151942,3.75
-0.467758,1.581797,0.634798,0.805907,9.13
-0.467758,1.796692,1.454334,0.233328,7.46
-0.467758,1.689244,1.864103,0.842847,2.88
-0.467758,1.796692,0.862447,-0.30231,3.92
-0.467758,1.667755,0.907977,-0.209958,4.58
-0.467758,1.968608,0.839682,-0.413131,1.58
-0.467758,2.29095,0.953507,-0.394661,1.58
-0.467758,1.302434,1.522629,0.32568,3.75
-0.467758,1.495839,0.862447,0.233328,7.58
-0.467758,0.980091,1.613689,0.824377,9
0.078118,0.528812,0.407149,-0.32078,5.63
0.772868,0.485833,0.293324,-0.874888,3.33
-0.467758,1.02307,0.452679,-0.209958,4.42
-0.467758,1.409881,1.317745,0.787437,10.46
-0.467758,1.904139,1.818573,0.547323,11.71
-0.467758,1.194986,2.091752,0.824377,4.42
-0.467758,1.495839,1.112861,0.842847,3.54
-0.467758,1.47435,0.794152,0.805907,2.5
-0.467758,2.119034,1.431569,0.602734,6.04
-0.467758,1.259455,1.727513,0.270269,4.08
-0.318883,1.345413,1.021801,0.750496,1.79
-0.467758,1.02307,1.454334,0.307209,5.46
-0.467758,0.958602,0.270559,0.621204,6.87
-0.467758,0.808175,0.862447,-0.006785,6.04
-0.467758,1.152007,0.065675,0.898258,1.83
-0.467758,1.796692,1.044566,0.824377,1.63
-0.467758,1.968608,1.112861,1.544718,2.92
-0.467758,2.183503,0.953507,1.637069,4.79
-0.467758,2.247971,0.862447,1.581658,3.96
-0.467758,1.689244,1.431569,1.304604,4.12
-0.467758,1.667755,1.29498,1.433896,4.71
-0.467758,1.904139,1.044566,0.000603,4.63
-0.343695,1.216476,1.704748,1.71095,8.5
-0.343695,1.001581,1.704748,1.04602,8.67
1.939057,1.45286,1.659218,1.101431,8.29
-0.021133,1.710734,1.864103,1.470837,6.67
-0.467758,1.667755,2.114516,1.452366,9.13
-0.219633,1.47435,1.317745,1.581658,5.96
-0.442946,2.204992,1.909632,2.172707,6.58
-0.219633,2.097545,2.36493,2.39435,10.71
-0.318883,1.86116,1.659218,1.563188,14.37
-0.467758,1.990097,1.795808,1.637069,7.58
-0.467758,1.323923,1.841338,2.061885,2.79
-0.244445,1.495839,1.499864,1.655539,5.21
-0.244445,2.076055,2.046222,1.655539,8.54
-0.467758,1.775202,1.795808,1.766361,9.79
-0.467758,1.173497,1.408805,1.304604,13.79
1.045806,0.958602,2.046222,2.135767,17.29
-0.29407,0.851154,1.112861,1.101431,14.62
-0.269258,0.894133,0.794152,0.732026,13.75
-0.467758,1.323923,1.272215,1.267664,9.59
-0.467758,2.183503,1.864103,1.729421,9.46
-0.467758,1.732223,1.363275,1.064491,4.08
-0.418133,2.527334,1.932397,1.267664,5.83
0.772868,1.947118,2.45599,2.246588,6.04
